vid,型態,H,年,n,dX̄
K52,空頭母子十字,120,2021,772,0.010908493335594087
K52,空頭母子十字,120,2022,764,0.01677778585954402
K52,空頭母子十字,120,2023,885,-0.0013189473421063545
K52,空頭母子十字,120,2024,700,0.0050744897218014855
K52,空頭母子十字,120,2025,772,-0.025629513148728085
K52,空頭母子十字,120,2026,99,0.004443217350948449
K53,平頭頂部,20,2017,8840,-0.0013574508575852375
K53,平頭頂部,20,2018,9395,-0.0010088743945819952
K53,平頭頂部,20,2019,11093,-0.0005242569360760275
K53,平頭頂部,20,2020,9927,0.0004877337338151328
K53,平頭頂部,20,2021,10026,-0.0008686935547216747
K53,平頭頂部,20,2022,9681,0.0003711456315270934
K53,平頭頂部,20,2023,11010,-0.0016329647038890917
K53,平頭頂部,20,2024,9930,-0.00036983978236803386
K53,平頭頂部,20,2025,10044,-9.585731702344282e-05
K53,平頭頂部,20,2026,5059,-0.002367399626729912
K53,平頭頂部,60,2017,8744,-0.005417185112713052
K53,平頭頂部,60,2018,9290,-0.0020985862441011793
K53,平頭頂部,60,2019,10984,0.00020502648246461651
K53,平頭頂部,60,2020,9852,-0.004272623231515477
K53,平頭頂部,60,2021,9958,0.0016989476626349056
K53,平頭頂部,60,2022,9580,-0.0012076402338336769
K53,平頭頂部,60,2023,10965,-0.0030336246790558827
K53,平頭頂部,60,2024,9891,-0.002070185542783085
K53,平頭頂部,60,2025,9985,-0.0007253612534834508
K53,平頭頂部,60,2026,3539,-0.016727471181600378
K53,平頭頂部,120,2017,8633,-0.007105461623739111
K53,平頭頂部,120,2018,9152,0.00010313384056357078
K53,平頭頂部,120,2019,10863,-0.0010481410053130417
K53,平頭頂部,120,2020,9754,-0.0030936451016819228
K53,平頭頂部,120,2021,9863,-0.000949331625696095
K53,平頭頂部,120,2022,9467,0.001328543944954187
K53,平頭頂部,120,2023,10894,-0.007640266171275409
K53,平頭頂部,120,2024,9834,-0.002527555011326197
K53,平頭頂部,120,2025,9907,-0.0048671511341993505
K53,平頭頂部,120,2026,1326,-0.03911113795136206
K54,黑色蠟燭,20,2017,12757,0.0007119411111467398
K54,黑色蠟燭,20,2018,14491,-7.113482413348013e-05
K54,黑色蠟燭,20,2019,14422,0.0008307277968919169
K54,黑色蠟燭,20,2020,14840,-0.0020788168594523195
K54,黑色蠟燭,20,2021,15173,-0.0003606698542262011
K54,黑色蠟燭,20,2022,15401,-0.0011611653986472793
K54,黑色蠟燭,20,2023,15450,-0.0009419346915579864
K54,黑色蠟燭,20,2024,16307,-0.0017273989361680973
K54,黑色蠟燭,20,2025,16477,0.0005580060042169625
K54,黑色蠟燭,20,2026,9461,-0.0005483704496889474
K54,黑色蠟燭,60,2017,12628,0.0005214122058924566
K54,黑色蠟燭,60,2018,14346,0.0004911027826383697
K54,黑色蠟燭,60,2019,14294,0.00024677400790221556
K54,黑色蠟燭,60,2020,14738,-0.0026566067972264643
K54,黑色蠟燭,60,2021,15073,-0.0011241179705478513
K54,黑色蠟燭,60,2022,15260,-0.0014478943408448206
K54,黑色蠟燭,60,2023,15378,-0.0005378135221139197
K54,黑色蠟燭,60,2024,16248,-0.0011258569802764724
K54,黑色蠟燭,60,2025,16394,0.0009712734415709349
K54,黑色蠟燭,60,2026,6581,-0.002977874939503794
K54,黑色蠟燭,120,2017,12465,-0.0028333039067872027
K54,黑色蠟燭,120,2018,14152,0.002843077491317197
K54,黑色蠟燭,120,2019,14152,0.0022436139080712564
K54,黑色蠟燭,120,2020,14592,0.00039615048699809935
K54,黑色蠟燭,120,2021,14935,-0.002906519236516844
K54,黑色蠟燭,120,2022,15087,-0.0034445098089196393
K54,黑色蠟燭,120,2023,15284,-0.001592444708958783
K54,黑色蠟燭,120,2024,16156,-0.00184297642069459
K54,黑色蠟燭,120,2025,16265,0.0030006554837654948
K54,黑色蠟燭,120,2026,2303,0.007035511185092968
K55,北方十字,20,2017,8055,-0.0014262975252194775
K55,北方十字,20,2018,8939,-0.0014189509159030617
K55,北方十字,20,2019,9975,-0.0004388328135831837
K55,北方十字,20,2020,9871,-0.000657047584515982
K55,北方十字,20,2021,10208,-0.0007489603229551811
K55,北方十字,20,2022,9176,-0.00026283560473772257
K55,北方十字,20,2023,10433,-0.0008884897048278601
K55,北方十字,20,2024,9866,-0.004049522416798501
K55,北方十字,20,2025,9828,-0.0017812373918091283
K55,北方十字,20,2026,5583,0.0007283442470983336
K55,北方十字,60,2017,7975,-0.0025934358973880053
K55,北方十字,60,2018,8866,-0.0050590598501859515
K55,北方十字,60,2019,9895,-0.003090537846696774
K55,北方十字,60,2020,9796,0.003581729571467363
K55,北方十字,60,2021,10147,-0.001518745668139848
K55,北方十字,60,2022,9095,-0.003417451595988761
K55,北方十字,60,2023,10386,-0.0010432603163681143
K55,北方十字,60,2024,9831,-0.005635842153841432
K55,北方十字,60,2025,9775,-0.0006278332930833483
K55,北方十字,60,2026,3917,0.006070418738994323
K55,北方十字,120,2017,7869,-0.00023502507409385462
K55,北方十字,120,2018,8760,-0.007765557621156114
K55,北方十字,120,2019,9806,-0.00303992203788285
K55,北方十字,120,2020,9698,0.009089380754610549
K55,北方十字,120,2021,10054,-0.008241624052790521
K55,北方十字,120,2022,9001,-0.003609200513839179
K55,北方十字,120,2023,10333,-0.005027949924565377
K55,北方十字,120,2024,9780,-0.009409747697515194
K55,北方十字,120,2025,9709,0.008044825767203239
K55,北方十字,120,2026,1506,-0.01528842504878688
K56,多頭吞噬,20,2017,4381,0.00048505198274452027
K56,多頭吞噬,20,2018,5064,-0.002627415997816094
K56,多頭吞噬,20,2019,4575,-0.0013325330368637864
K56,多頭吞噬,20,2020,4503,0.0009181964968943114
K56,多頭吞噬,20,2021,5015,-0.0011237246715032328
K56,多頭吞噬,20,2022,4974,0.00019800022506765393
K56,多頭吞噬,20,2023,4867,0.0012658768964257474
K56,多頭吞噬,20,2024,5742,-0.000856460814372991
K56,多頭吞噬,20,2025,5181,-0.00024605543550755506
K56,多頭吞噬,20,2026,3123,-0.003277594836257257
K56,多頭吞噬,60,2017,4340,0.0028782606030902684
K56,多頭吞噬,60,2018,5017,-0.0004102514679346607
K56,多頭吞噬,60,2019,4542,-0.004728843459636951
K56,多頭吞噬,60,2020,4475,-0.0015129233887061515
K56,多頭吞噬,60,2021,4980,-0.002047269569857418
K56,多頭吞噬,60,2022,4928,0.00021419077619666115
K56,多頭吞噬,60,2023,4839,0.004038889387617497
K56,多頭吞噬,60,2024,5721,-0.0034161880634479727
K56,多頭吞噬,60,2025,5150,-0.003430974051919501
K56,多頭吞噬,60,2026,2183,0.0003457611530743345
K56,多頭吞噬,120,2017,4287,0.002092040969853774
K56,多頭吞噬,120,2018,4944,-0.003897252150239928
K56,多頭吞噬,120,2019,4494,-0.007313307602179528
K56,多頭吞噬,120,2020,4429,-0.002617370829962209
K56,多頭吞噬,120,2021,4934,0.0011779055052335682
K56,多頭吞噬,120,2022,4864,0.003966296157539955
K56,多頭吞噬,120,2023,4807,0.007391626486225068
K56,多頭吞噬,120,2024,5688,-0.0017826225209985314
K56,多頭吞噬,120,2025,5110,-0.009966280456083878
K56,多頭吞噬,120,2026,921,-0.011028438452888856
K57,短白蠟燭,20,2017,3509,-0.0002753566601868357
K57,短白蠟燭,20,2018,4505,-0.0008071361448844588
K57,短白蠟燭,20,2019,4220,-0.001265499387230699
K57,短白蠟燭,20,2020,4755,0.002509798606051755
K57,短白蠟燭,20,2021,4382,0.0015993206074347971
K57,短白蠟燭,20,2022,4832,0.0006471659391085355
K57,短白蠟燭,20,2023,4074,-0.00012485716936200633
K57,短白蠟燭,20,2024,4198,0.002409010952350755
K57,短白蠟燭,20,2025,4437,0.0016549666219521685
K57,短白蠟燭,20,2026,2393,0.003557100559608817
K57,短白蠟燭,60,2017,3448,0.0019316707918947227
K57,短白蠟燭,60,2018,4426,-0.001762661898388391
K57,短白蠟燭,60,2019,4158,0.0007195350369399204
K57,短白蠟燭,60,2020,4702,0.005273802985296925
K57,短白蠟燭,60,2021,4321,-0.0006967364815232901
K57,短白蠟燭,60,2022,4764,0.0014445128690231364
K57,短白蠟燭,60,2023,4045,0.002409599469330221
K57,短白蠟燭,60,2024,4175,0.001454436053942862
K57,短白蠟燭,60,2025,4402,0.0013491105313708672
K57,短白蠟燭,60,2026,1541,-0.0008305011260562291
K57,短白蠟燭,120,2017,3377,0.0033841816654823923
K57,短白蠟燭,120,2018,4338,0.0012631872027753378
K57,短白蠟燭,120,2019,4084,0.005081008728682409
K57,短白蠟燭,120,2020,4643,0.011675667936598834
K57,短白蠟燭,120,2021,4259,0.00015431700875916693
K57,短白蠟燭,120,2022,4679,0.002682870666330651
K57,短白蠟燭,120,2023,4005,0.00546889818246786
K57,短白蠟燭,120,2024,4140,0.002252047660251743
K57,短白蠟燭,120,2025,4349,-0.0037527201958535653
K57,短白蠟燭,120,2026,499,0.029594426838112996
K58,吊人,20,2017,4734,-0.0006644542349526752
K58,吊人,20,2018,5554,0.0010586441205040747
K58,吊人,20,2019,6317,-0.002624691209751529
K58,吊人,20,2020,5743,0.0012473328951314025
K58,吊人,20,2021,5752,-0.0021795186060764226
K58,吊人,20,2022,5748,0.0010557555284585046
K58,吊人,20,2023,5758,-0.002071511097368269
K58,吊人,20,2024,5208,-0.004624908693439097
K58,吊人,20,2025,5730,-0.0026200137076420444
K58,吊人,20,2026,3244,-0.007799482382781305
K58,吊人,60,2017,4656,-0.001711072450687371
K58,吊人,60,2018,5454,-0.0003467955518716077
K58,吊人,60,2019,6220,-0.004072541679848174
K58,吊人,60,2020,5681,-0.0066451808448579714
K58,吊人,60,2021,5681,0.0005776947270559749
K58,吊人,60,2022,5653,0.0023381478358020327
K58,吊人,60,2023,5712,0.00025005801615978027
K58,吊人,60,2024,5174,0.0001425645832151195
K58,吊人,60,2025,5669,-0.007057850841145528
K58,吊人,60,2026,2175,-0.02580774952800644
K58,吊人,120,2017,4568,0.0015303180319969807
K58,吊人,120,2018,5341,0.0011889671136566052
K58,吊人,120,2019,6123,-0.005048643436358064
K58,吊人,120,2020,5598,-0.006100883566765908
K58,吊人,120,2021,5595,0.0010675264730047283
K58,吊人,120,2022,5553,0.006507646798438652
K58,吊人,120,2023,5666,-0.003463630626905916
K58,吊人,120,2024,5125,0.004698910273423241
K58,吊人,120,2025,5602,-0.022799611934128623
K58,吊人,120,2026,828,-0.04947677146564373
K59,向下跳空十字,20,2017,393,-0.004959344476229638
K59,向下跳空十字,20,2018,946,-0.005478460705127975
K59,向下跳空十字,20,2019,662,-0.002582913344733128
K59,向下跳空十字,20,2020,1046,0.004018510540767198
K59,向下跳空十字,20,2021,726,-0.0033237644870001567
K59,向下跳空十字,20,2022,998,0.00017388812140896995
K59,向下跳空十字,20,2023,462,2.7887669743110786e-05
K59,向下跳空十字,20,2024,658,-0.002063898610544728
K59,向下跳空十字,20,2025,1306,-7.259678612284954e-05
K59,向下跳空十字,20,2026,451,0.008199435479018007
K59,向下跳空十字,60,2017,390,-0.009020372750645633
K59,向下跳空十字,60,2018,934,-0.00038215336539357524
K59,向下跳空十字,60,2019,660,0.0034087328353769298
K59,向下跳空十字,60,2020,1040,-0.005154133552796349
K59,向下跳空十字,60,2021,720,-0.003616616025298321
K59,向下跳空十字,60,2022,983,-0.0009418757414060068
K59,向下跳空十字,60,2023,453,0.01130328760193986
K59,向下跳空十字,60,2024,653,-0.009141804292555301
K59,向下跳空十字,60,2025,1298,-0.011906088353088614
K59,向下跳空十字,60,2026,353,0.038008061734344144
K59,向下跳空十字,120,2017,381,-0.01931099354138308
K59,向下跳空十字,120,2018,917,0.00012911994834503132
K59,向下跳空十字,120,2019,649,-0.0037463827419968554
K59,向下跳空十字,120,2020,1027,-0.01947155528921465
K59,向下跳空十字,120,2021,703,-0.02468746946219648
K59,向下跳空十字,120,2022,964,-0.0024019049147943404
K59,向下跳空十字,120,2023,448,0.01762017638375902
K59,向下跳空十字,120,2024,645,-0.003008558392024401
K59,向下跳空十字,120,2025,1288,-0.015437297333928105
K59,向下跳空十字,120,2026,101,-0.01436662795283026
K61,空頭吞噬,20,2017,5423,0.001786725071366727
K61,空頭吞噬,20,2018,5716,0.003868253210043831
K61,空頭吞噬,20,2019,6341,0.0010377639502712308
K61,空頭吞噬,20,2020,6623,0.0005137268502944959
K61,空頭吞噬,20,2021,7451,0.001026139848037555
K61,空頭吞噬,20,2022,6210,0.0018948797290682718
K61,空頭吞噬,20,2023,7383,-0.0003255161716770599
K61,空頭吞噬,20,2024,7375,0.0014758889074598929
K61,空頭吞噬,20,2025,7094,-0.001745353849969055
K61,空頭吞噬,20,2026,4087,0.001252485939435228
K61,空頭吞噬,60,2017,5379,0.0032490526499224237
K61,空頭吞噬,60,2018,5678,0.005197421247658536
K61,空頭吞噬,60,2019,6296,0.0041487526868820585
K61,空頭吞噬,60,2020,6579,0.0007910093603586781
K61,空頭吞噬,60,2021,7414,-5.352287490720537e-07
K61,空頭吞噬,60,2022,6176,0.006054427437882853
K61,空頭吞噬,60,2023,7363,-0.0019067369652071007
K61,空頭吞噬,60,2024,7349,0.00590030513875787
K61,空頭吞噬,60,2025,7063,-0.003882134859317514
K61,空頭吞噬,60,2026,2913,-0.004244886116880249
K61,空頭吞噬,120,2017,5322,0.0049686063820592345
K61,空頭吞噬,120,2018,5614,0.014741475866782882
K61,空頭吞噬,120,2019,6249,0.007675446969976643
K61,空頭吞噬,120,2020,6517,-0.006204130512475227
K61,空頭吞噬,120,2021,7365,0.003875998347639052
K61,空頭吞噬,120,2022,6117,0.009486215519219441
K61,空頭吞噬,120,2023,7321,-0.0008495464209847849
K61,空頭吞噬,120,2024,7315,0.012788376306969594
K61,空頭吞噬,120,2025,7022,-0.017559328628668956
K61,空頭吞噬,120,2026,1027,-0.02635258851481952
K62,向上跳空十字,20,2017,683,-0.000726268977330895
K62,向上跳空十字,20,2018,779,-0.0012342185850231931
K62,向上跳空十字,20,2019,906,0.0019161961072848707
K62,向上跳空十字,20,2020,1080,0.004369615395811758
K62,向上跳空十字,20,2021,996,0.006580079388974673
K62,向上跳空十字,20,2022,777,-0.003985145814266251
K62,向上跳空十字,20,2023,904,-0.003629412745694034
K62,向上跳空十字,20,2024,783,-0.0008008850164438095
K62,向上跳空十字,20,2025,829,0.00011812612768095655
K62,向上跳空十字,20,2026,607,-0.0006936109549366149
K62,向上跳空十字,60,2017,680,0.002015747039807353
K62,向上跳空十字,60,2018,770,0.00062060712039514
K62,向上跳空十字,60,2019,900,0.0021965059764020795
K62,向上跳空十字,60,2020,1068,-0.005835233470723681
K62,向上跳空十字,60,2021,984,0.017235928022272737
K62,向上跳空十字,60,2022,766,-0.0030412296016945535
K62,向上跳空十字,60,2023,902,-0.006784456591583734
K62,向上跳空十字,60,2024,780,-0.0025267792972718185
K62,向上跳空十字,60,2025,821,-0.011147094374732037
K62,向上跳空十字,60,2026,441,0.033424537562567073
K62,向上跳空十字,120,2017,669,-0.006647018807604578
K62,向上跳空十字,120,2018,757,-0.008079690433465413
K62,向上跳空十字,120,2019,890,0.00024000802262905946
K62,向上跳空十字,120,2020,1056,0.002479582274762184
K62,向上跳空十字,120,2021,973,0.01173073534814758
K62,向上跳空十字,120,2022,755,-0.009093612905049153
K62,向上跳空十字,120,2023,897,-0.010557335041199413
K62,向上跳空十字,120,2024,776,0.0015927575888457781
K62,向上跳空十字,120,2025,819,-0.023518656937311578
K62,向上跳空十字,120,2026,143,0.10083850436896503
K63,停頓型態,20,2017,31,0.015500779249325995
K63,停頓型態,20,2018,37,0.05082348272341256
K63,停頓型態,20,2019,54,-0.0017269688634622843
K63,停頓型態,20,2020,62,0.026963833305356254
K63,停頓型態,20,2021,56,0.0030113561195661115
K63,停頓型態,20,2022,57,-0.0024866001373184017
K63,停頓型態,20,2023,61,-0.00683853587206506
K63,停頓型態,20,2024,29,0.02099162528357237
K63,停頓型態,20,2025,38,-0.02036633728680108
K63,停頓型態,20,2026,17,0.06275569351647181
K63,停頓型態,60,2017,30,-0.006752713371705671
K63,停頓型態,60,2018,37,0.055810914292214145
K63,停頓型態,60,2019,54,0.01415327370756091
K63,停頓型態,60,2020,62,0.008264468711045367
K63,停頓型態,60,2021,56,-0.0038240753590539473
K63,停頓型態,60,2022,56,-0.03954586709659548
K63,停頓型態,60,2023,59,-0.008036249999020932
K63,停頓型態,60,2024,29,0.04167146720212643
K63,停頓型態,60,2025,37,-0.0353519833897802
K63,停頓型態,60,2026,9,0.018366645663690964
K63,停頓型態,120,2017,30,-0.04316207146862625
K63,停頓型態,120,2018,36,0.09401822331025358
K63,停頓型態,120,2019,53,0.03900422857070897
K63,停頓型態,120,2020,62,0.05200007942221234
K63,停頓型態,120,2021,55,0.06144579212059962
K63,停頓型態,120,2022,56,-0.05094957744104235
K63,停頓型態,120,2023,59,0.0007978276866200203
K63,停頓型態,120,2024,28,0.08952273906070149
K63,停頓型態,120,2025,37,-0.15790408448125684
K63,停頓型態,120,2026,3,-0.1536973823723379
K65,看漲反沖線,20,2017,45,0.004341443432072268
K65,看漲反沖線,20,2018,50,-0.001920650956989505
K65,看漲反沖線,20,2019,56,-0.01380577065491245
K65,看漲反沖線,20,2020,38,0.010240546195136771
K65,看漲反沖線,20,2021,35,0.0006606235867978609
K65,看漲反沖線,20,2022,45,0.017521636145709358
K65,看漲反沖線,20,2023,49,-0.026585161740029364
K65,看漲反沖線,20,2024,38,-0.005295439035415853
K65,看漲反沖線,20,2025,50,0.0167348769935189
K65,看漲反沖線,20,2026,24,0.007638387571069337
K65,看漲反沖線,60,2017,37,0.057409425973440634
K65,看漲反沖線,60,2018,46,0.0205988430217378
K65,看漲反沖線,60,2019,52,-0.03682874773825595
K65,看漲反沖線,60,2020,37,0.04972718907638731
K65,看漲反沖線,60,2021,30,0.03774642354428629
K65,看漲反沖線,60,2022,43,0.07141247654698442
K65,看漲反沖線,60,2023,48,-0.013846738764853261
K65,看漲反沖線,60,2024,37,-0.0023308142480444297
K65,看漲反沖線,60,2025,47,0.0024009455748085847
K65,看漲反沖線,60,2026,17,-0.028604927149051974
K65,看漲反沖線,120,2017,35,0.04245895161013803
K65,看漲反沖線,120,2018,44,0.05716597042866007
K65,看漲反沖線,120,2019,48,-0.028256507658339258
K65,看漲反沖線,120,2020,36,0.08219039002648039
K65,看漲反沖線,120,2021,29,0.14278068003653863
K65,看漲反沖線,120,2022,37,0.1618616481732723
K65,看漲反沖線,120,2023,46,-0.024035100024065136
K65,看漲反沖線,120,2024,36,0.0834498695580557
K65,看漲反沖線,120,2025,45,-0.05924985992888074
K65,看漲反沖線,120,2026,4,-0.16571150371993296
K67,蜻蜓十字,20,2017,2812,-0.0006217497208207151
K67,蜻蜓十字,20,2018,3439,0.0002520917944480125
K67,蜻蜓十字,20,2019,3363,9.391287523099651e-05
K67,蜻蜓十字,20,2020,3019,0.0012783209724810986
K67,蜻蜓十字,20,2021,2555,-0.0013006955632747618
K67,蜻蜓十字,20,2022,3147,0.002247773633460516
K67,蜻蜓十字,20,2023,2432,-0.0030136881232247018
K67,蜻蜓十字,20,2024,2399,0.0033478028573125287
K67,蜻蜓十字,20,2025,3102,-0.0010721679837653849
K67,蜻蜓十字,20,2026,1655,-0.005341293807005425
K67,蜻蜓十字,60,2017,2781,-0.0017120479902705864
K67,蜻蜓十字,60,2018,3392,0.001779793610614899
K67,蜻蜓十字,60,2019,3328,0.00496410142751343
K67,蜻蜓十字,60,2020,3000,-0.003877768868904429
K67,蜻蜓十字,60,2021,2529,0.0026737915038672305
K67,蜻蜓十字,60,2022,3116,0.0058163526595907495
K67,蜻蜓十字,60,2023,2408,-0.0028588851457356243
K67,蜻蜓十字,60,2024,2385,0.0061044848514545235
K67,蜻蜓十字,60,2025,3080,-0.012666601171535875
K67,蜻蜓十字,60,2026,1209,-0.030564878177452494
K67,蜻蜓十字,120,2017,2735,0.007096188340636949
K67,蜻蜓十字,120,2018,3344,0.006892229464267939
K67,蜻蜓十字,120,2019,3283,0.005910843261195799
K67,蜻蜓十字,120,2020,2958,-0.011532861324042604
K67,蜻蜓十字,120,2021,2487,0.007586301122752923
K67,蜻蜓十字,120,2022,3066,0.003776371617079092
K67,蜻蜓十字,120,2023,2375,-0.0017819314772106966
K67,蜻蜓十字,120,2024,2368,0.010400247334258495
K67,蜻蜓十字,120,2025,3056,-0.03709838691719518
K67,蜻蜓十字,120,2026,444,-0.03398139810304458
K68,看跌反沖線,20,2017,23,-0.04115126658309147
K68,看跌反沖線,20,2018,45,0.010941205876617103
K68,看跌反沖線,20,2019,41,-0.017952201471105853
K68,看跌反沖線,20,2020,37,-0.02405505404209747
K68,看跌反沖線,20,2021,32,-0.003627839841028972
K68,看跌反沖線,20,2022,48,-0.020972965044381096
K68,看跌反沖線,20,2023,20,0.021934897178386085
K68,看跌反沖線,20,2024,18,-0.07974213168851943
K68,看跌反沖線,20,2025,41,0.006404122175799908
K68,看跌反沖線,20,2026,9,0.025533650106834147
K68,看跌反沖線,60,2017,21,0.014367599569209829
K68,看跌反沖線,60,2018,41,0.009055585441738914
K68,看跌反沖線,60,2019,38,-0.03219585323552452
K68,看跌反沖線,60,2020,37,0.020905159551792896
K68,看跌反沖線,60,2021,31,-0.044332496466740874
K68,看跌反沖線,60,2022,43,-0.016999614810389474
K68,看跌反沖線,60,2023,19,0.06059606011942948
K68,看跌反沖線,60,2024,18,-0.17955052829108847
K68,看跌反沖線,60,2025,39,0.0007562459536931616
K68,看跌反沖線,60,2026,5,0.18016936847557466
K68,看跌反沖線,120,2017,21,-0.01856303767730159
K68,看跌反沖線,120,2018,40,-0.030651419263966678
K68,看跌反沖線,120,2019,36,-0.018236380497290785
K68,看跌反沖線,120,2020,34,-0.023463433458654738
K68,看跌反沖線,120,2021,31,-0.07224239419389593
K68,看跌反沖線,120,2022,40,0.0246882632958522
K68,看跌反沖線,120,2023,19,0.10259403913137277
K68,看跌反沖線,120,2024,18,-0.09417832553610722
K68,看跌反沖線,120,2025,37,0.11805074915382663
K68,看跌反沖線,120,2026,4,0.06538198226471524
S01,M頭,20,2017,64,0.01626368828723055
S01,M頭,20,2018,79,0.029055090970161988
S01,M頭,20,2019,35,0.017364823791433948
S01,M頭,20,2020,119,-0.0025069592896796397
S01,M頭,20,2021,185,0.013775570519692791
S01,M頭,20,2022,147,0.005739877332125449
S01,M頭,20,2023,79,-0.03428887075761036
S01,M頭,20,2024,180,0.01092566284303855
S01,M頭,20,2025,112,-0.004758588771394791
S01,M頭,20,2026,270,0.015191369484194249
S01,M頭,60,2017,62,0.06515554658164759
S01,M頭,60,2018,78,0.04393409643984745
S01,M頭,60,2019,31,0.015092318735217781
S01,M頭,60,2020,119,0.015188681154217154
S01,M頭,60,2021,182,0.012615490245775154
S01,M頭,60,2022,146,0.027799297665417725
S01,M頭,60,2023,78,-0.07651968035205949
S01,M頭,60,2024,180,0.01302179332488674
S01,M頭,60,2025,112,-0.005358197066084298
S01,M頭,60,2026,133,-0.06502380178055471
S01,M頭,120,2017,59,0.014698563885270485
S01,M頭,120,2018,72,0.043547921984997656
S01,M頭,120,2019,31,0.06121269881785784
S01,M頭,120,2020,114,0.006339750760963648
S01,M頭,120,2021,180,0.02397366394874134
S01,M頭,120,2022,143,0.029898064559602727
S01,M頭,120,2023,77,-0.04817381564435124
S01,M頭,120,2024,179,0.03501129055404971
S01,M頭,120,2025,111,-0.03642710745425145
S01,M頭,120,2026,30,-0.013011398766115793
S02,三重底,20,2017,93,0.026846018059950044
S02,三重底,20,2018,176,-0.0004584844792458515
S02,三重底,20,2019,104,0.010766411944212125
S02,三重底,20,2020,192,-0.0005982249328786264
S02,三重底,20,2021,219,-0.027788630804305128
S02,三重底,20,2022,264,-0.022564982169143693
S02,三重底,20,2023,155,-0.01714277151760069
S02,三重底,20,2024,187,-0.009057637889716811
S02,三重底,20,2025,255,0.002159706959219074
S02,三重底,20,2026,234,0.0110550416283165
S02,三重底,60,2017,89,-0.005426173308936359
S02,三重底,60,2018,175,-0.024031850519364246
S02,三重底,60,2019,102,0.0027849501137120454
S02,三重底,60,2020,189,-0.006479758054209307
S02,三重底,60,2021,218,-0.03014893281589298
S02,三重底,60,2022,259,-0.013930484468975816
S02,三重底,60,2023,152,-0.0035726407848034134
S02,三重底,60,2024,185,-0.01717649702344305
S02,三重底,60,2025,252,-0.009882133663647492
S02,三重底,60,2026,164,0.08014510417172388
S02,三重底,120,2017,88,0.012235792033159654
S02,三重底,120,2018,170,-0.05631590125686364
S02,三重底,120,2019,100,-0.03530206627296481
S02,三重底,120,2020,185,-0.015064883581219045
S02,三重底,120,2021,209,-0.049961557213524035
S02,三重底,120,2022,249,-0.029041262488629243
S02,三重底,120,2023,148,-0.03512646650908012
S02,三重底,120,2024,182,-0.013197385146904014
S02,三重底,120,2025,248,0.029726939224406956
S02,三重底,120,2026,59,0.06481158413875268
S03,三重頂,20,2017,88,0.005320942183376388
S03,三重頂,20,2018,113,0.002201754640369728
S03,三重頂,20,2019,59,0.0065057282594630315
S03,三重頂,20,2020,148,-0.0025062702836325403
S03,三重頂,20,2021,161,0.019621149096229536
S03,三重頂,20,2022,202,0.015991226676080748
S03,三重頂,20,2023,134,0.0002037627102611731
S03,三重頂,20,2024,219,0.00231527240923848
S03,三重頂,20,2025,186,0.011024433740802485
S03,三重頂,20,2026,201,0.005824834523134275
S03,三重頂,60,2017,88,-0.024447143783900723
S03,三重頂,60,2018,112,0.019289287542857168
S03,三重頂,60,2019,55,-0.014982153501552764
S03,三重頂,60,2020,148,-0.01217259822951654
S03,三重頂,60,2021,161,-0.021632489183762288
S03,三重頂,60,2022,201,0.028901269493537555
S03,三重頂,60,2023,132,-0.005192995656572792
S03,三重頂,60,2024,218,0.0015053243544073266
S03,三重頂,60,2025,186,0.025308699393071055
S03,三重頂,60,2026,89,-0.060595588965620444
S03,三重頂,120,2017,86,0.0017401592802365428
S03,三重頂,120,2018,107,0.03764218905355576
S03,三重頂,120,2019,54,0.0449535932678729
S03,三重頂,120,2020,143,-0.02738964315442148
S03,三重頂,120,2021,160,0.0265853747031497
S03,三重頂,120,2022,195,0.03342410170447274
S03,三重頂,120,2023,131,0.016208749180912398
S03,三重頂,120,2024,213,0.017226772031853514
S03,三重頂,120,2025,184,-0.04893702246620666
S03,三重頂,120,2026,18,-0.15747107820227366
S04,對稱三角_向上,20,2017,23,-0.012924511642735554
S04,對稱三角_向上,20,2018,15,0.08293214052182571
S04,對稱三角_向上,20,2019,26,0.003414597841971486
S04,對稱三角_向上,20,2020,28,-0.006106889192694122
S04,對稱三角_向上,20,2021,44,0.005193387362668413
S04,對稱三角_向上,20,2022,23,0.007940827701022505
S04,對稱三角_向上,20,2023,50,-0.0083162431439996
S04,對稱三角_向上,20,2024,24,0.00718353204539852
S04,對稱三角_向上,20,2025,46,0.02635646804937226
S04,對稱三角_向上,20,2026,10,0.036097081434486734
S04,對稱三角_向上,60,2017,22,0.01699498471659896
S04,對稱三角_向上,60,2018,15,0.031192779488014202
S04,對稱三角_向上,60,2019,25,-0.005408330267583868
S04,對稱三角_向上,60,2020,28,-0.0230820937057219
S04,對稱三角_向上,60,2021,44,-0.04302970260648903
S04,對稱三角_向上,60,2022,23,-0.038749062534846425
S04,對稱三角_向上,60,2023,50,-0.04518564612143236
S04,對稱三角_向上,60,2024,24,-0.00856835306062245
S04,對稱三角_向上,60,2025,46,0.00799341590195544
S04,對稱三角_向上,60,2026,9,0.2440598608436727
S04,對稱三角_向上,120,2017,22,0.008279755113142462
S04,對稱三角_向上,120,2018,15,-0.004825028656423587
S04,對稱三角_向上,120,2019,25,-0.014901461621080867
S04,對稱三角_向上,120,2020,28,-0.044427251979181646
S04,對稱三角_向上,120,2021,43,-0.028186346216766155
S04,對稱三角_向上,120,2022,23,0.0482665713815462
