seed,段,sid,vol60,回看無成交日比,段內無成交日比,段內報酬
102010,3,2352,0.011344734170896544,0.0,0.0,-0.3601895600889944
102010,3,2929,0.012168112757516057,0.0,0.0,-0.4453213171173097
102010,3,2059,0.012814322925952887,0.0,0.0,-0.16736996286653816
102010,3,9958,0.013430125030757892,0.0,0.0,-0.005555570163724655
102010,3,4107,0.013459844195834353,0.0,0.0,-0.35983937790121057
102010,3,2377,0.013623279817864242,0.0,0.0,-0.16763004815008742
102010,3,2385,0.01405326718038665,0.0,0.0,-0.1922652136329458
102010,3,4915,0.01469260726498994,0.0,0.0,-0.4585987055399964
102011,1,2912,0.007066831879868646,0.0,0.0,-0.08480827015007875
102011,1,2884,0.010056057339144341,0.0,0.0,-0.08394868428664948
102011,1,2409,0.018135784357655123,0.0,0.0,-0.418428559039705
102011,1,2515,0.01907414066965365,0.0,0.0,-0.4251979774135425
102011,1,2206,0.019138731048718955,0.0,0.0,-0.1703650760862374
102011,1,1314,0.019707541216893935,0.0,0.0,-0.44566207512393197
102011,1,8155,0.020528654502698043,0.0,0.0,-0.29859576869710613
102011,1,6274,0.02544697347465147,0.0,0.0,-0.30357139084640605
102011,2,2633,0.010279627426030339,0.0,0.0,0.3117317486268414
102011,2,1102,0.015781683373334104,0.0,0.0,-0.04233432509366586
102011,2,1710,0.020258153721785695,0.0,0.0,-0.1406491272181668
102011,2,2408,0.024037170601014457,0.0,0.0,-0.40123453816177035
102011,2,4528,0.02404599753459216,0.0,0.0,-0.41459948640869326
102011,2,8489,0.024222821363186094,0.0,0.0,-0.2539805994021461
102011,2,4147,0.026035629801250963,0.0,0.0,-0.3777778062668763
102011,2,5274,0.026746730370442732,0.0,0.0,-0.48029551893193567
102011,3,3045,0.0059476541075453,0.0,0.0,-0.0783410775801584
102011,3,5434,0.01329871351240699,0.0,0.0,-0.31272727872896333
102011,3,6121,0.01677923097801124,0.0,0.0,-0.278317172272078
102011,3,6239,0.01945373520403486,0.0,0.0,-0.3406698441965883
102011,3,4551,0.02060556271454833,0.0,0.0,-0.5223403952376462
102011,3,3587,0.022840413971250816,0.0,0.0,-0.4397590291401213
102011,3,2444,0.02538648274607135,0.0,0.0,-0.3291139240506329
102011,3,5457,0.027625334250767186,0.0,0.0,-0.4715115906013264
102012,1,3293,0.01843872729884804,0.0,0.0,1.4969412701851534
102012,1,2731,0.028910232252028902,0.0,0.0,-0.3393253016860246
102012,1,2206,0.03706103646537934,0.0,0.0,-0.18431306294746974
102012,1,6535,0.03748208290388338,0.0,0.0023474178403756207,1.1128519855013725
102012,2,2633,0.010279627426030339,0.0,0.0,0.3117317486268414
102012,2,1102,0.015781683373334104,0.0,0.0,-0.04233432509366586
102012,2,1710,0.020258153721785695,0.0,0.0,-0.1406491272181668
102012,2,2408,0.024037170601014457,0.0,0.0,-0.40123453816177035
102012,2,4528,0.02404599753459216,0.0,0.0,-0.41459948640869326
102012,2,8489,0.024222821363186094,0.0,0.0,-0.2539805994021461
102012,2,4147,0.026035629801250963,0.0,0.0,-0.3777778062668763
102012,2,5274,0.026746730370442732,0.0,0.0,-0.48029551893193567
102012,3,3045,0.006073272096487073,0.0,0.0,-0.0783410775801584
102012,3,5434,0.013679655310630144,0.0,0.0,-0.3368421042770564
102012,3,6121,0.01685095643794744,0.0,0.0,-0.3293233191571615
102012,3,4551,0.020324584589246623,0.0,0.0,-0.5248677256974699
102012,3,6239,0.020455669295221846,0.0,0.0,-0.3820627767944269
102012,3,3587,0.021929221882518925,0.0,0.0,-0.43014709099962034
102012,3,2444,0.022810540049713432,0.0,0.0,-0.3274111935606363
102012,3,5457,0.027689021213587243,0.0,0.0,-0.4715115906013264
102013,1,2912,0.007066831879868646,0.0,0.0,-0.08480827015007875
102013,1,2884,0.010056057339144341,0.0,0.0,-0.08394868428664948
